Somachandra De Silva ,41,29,10,371,37*,19.52,691,53.69,0,0,,5,0,<b>First-class</b>
Ranjit Fernando ,3,3,0,47,22,15.66,66,71.21,0,0,7,0,0,0
David Heyn ,2,2,0,3,2,1.50,20,15.00,0,0,0,0,1,0
Lalith Kaluperuma ,4,3,3,33,14*,-,60,55.00,0,0,2,0,0,0
Duleep Mendis ,79,74,9,1527,80,23.49,2034,75.07,0,7,,14,0,<b>First-class</b>
Tony Opatha ,5,3,0,29,18,9.66,55,52.72,0,0,3,0,3,0
Mevan Pieris ,3,3,1,19,16,9.50,59,32.20,0,0,2,0,0,0
Anura Ranasinghe ,9,8,1,153,51,21.85,147,104.08,0,1,,0,0,<b>First-class</b>
Anura Tennekoon ,4,4,0,137,59,34.25,207,66.18,0,1,16,0,3,0
Michael Tissera ,3,3,0,78,52,26.00,147,53.06,0,1,10,0,0,0
Bandula Warnapura ,12,12,0,180,77,15.00,415,43.37,0,1,0,5,0,<b>First-class</b>
Sunil Wettimuny ,3,3,1,136,67,68.00,242,56.19,0,2,16,0,0,0
Ajit de Silva ,6,4,2,9,6*,4.50,33,27.27,0,0,,2,0,<b>First-class</b>
Stanley De Silva ,2,1,0,10,10,10.00,35,28.57,0,0,0,0,1,0
Roy Dias ,58,55,5,1573,121,31.46,2315,67.94,2,11,,16,0,<b>First-class</b>
Sunil Jayasinghe ,2,1,0,1,1,1.00,3,33.33,0,0,0,0,1,0
Sudath Pasqual ,2,2,1,24,23*,24.00,28,85.71,0,0,1,0,0,0
Ranjan Gunatilleke ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
Ranjan Madugalle ,63,56,5,950,73,18.62,1574,60.35,0,3,,18,0,<b>First-class</b>
Ashantha de Mel ,57,41,9,466,36,14.56,595,78.31,0,0,,13,0,<b>First-class</b>
Rohan Jayasekera ,2,1,0,17,17,17.00,42,40.47,0,0,1,0,0,0
Sidath Wettimuny ,35,33,1,786,86*,24.56,1636,48.04,0,4,,3,0,<b>First-class</b>
Mahes Goonatilleke ,6,4,3,31,14*,31.00,58,53.44,0,0,,0,4,<b>First-class</b>
Arjuna Ranatunga ,269,255,47,7456,131*,35.84,9571,77.90,4,49,,63,0,<b>First-class</b>
Ravi Ratnayeke ,78,69,14,824,50,14.98,1571,52.45,0,1,,14,0,<b>First-class</b>
Roger Wijesuriya ,8,3,2,18,12*,18.00,48,37.50,0,0,0,0,2,0
Vinothen John ,45,19,10,84,15,9.33,152,55.26,0,0,7,0,5,0
Rumesh Ratnayake ,70,55,18,612,33*,16.54,705,86.80,0,0,,11,0,<b>First-class</b>
Guy de Alwis ,31,27,8,401,59*,21.10,512,78.32,0,2,,27,3,<b>First-class</b>
Susil Fernando ,7,5,0,101,36,20.20,216,46.75,0,0,7,0,0,0
Yohan Goonasekera ,3,3,0,69,35,23.00,104,66.34,0,0,8,0,0,0
Mithra Wettimuny ,1,1,0,2,2,2.00,11,18.18,0,0,0,0,0,0
Sridharan Jeganathan ,5,4,1,25,20*,8.33,39,64.10,0,0,2,1,1,0
Granville De Silva ,4,2,1,9,7,9.00,18,50.00,0,0,0,0,0,0
Brendon Kuruppu ,54,52,1,1022,72,20.03,1978,51.66,0,4,,,30,8
Athula Samarasekera ,39,39,2,844,76,22.81,1207,69.92,0,4,,5,0,<b>First-class</b>
Aravinda de Silva ,308,296,30,9284,145,34.90,11443,81.13,11,64,,95,0,<b>First-class</b>
Shaul Karnain ,19,17,5,229,41*,19.08,386,59.32,0,0,1,0,<b>First-class</b>,37
Amal Silva ,20,20,0,441,85,22.05,838,52.62,0,3,0,17,3,<b>First-class</b>
Marlon Vonhagt ,1,1,0,8,8,8.00,17,47.05,0,0,1,0,0,0
Saliya Ahangama ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
Asanka Gurusinha ,147,143,5,3902,117*,28.27,6409,60.88,2,22,,49,0,<b>First-class</b>
Don Anurasiri ,45,18,12,62,11,10.33,143,43.35,0,0,0,10,0,<b>First-class</b>
Ashley de Silva ,4,2,0,12,8,6.00,24,50.00,0,0,0,0,4,2
Roshan Mahanama ,213,198,23,5162,119*,29.49,8521,60.57,4,35,,109,0,<b>First-class</b>
Gamini Perera ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
Keerthi Ranasinghe ,4,3,0,55,41,18.33,81,67.90,0,0,1,0,<b>First-class</b>,4
Kaushik Amalean ,8,3,1,15,9,7.50,26,57.69,0,0,0,0,0,0
Champaka Ramanayake ,62,35,14,210,26,10.00,374,56.14,0,0,13,1,11,0
Graeme Labrooy ,44,36,7,249,33,8.58,350,71.14,0,0,,8,0,<b>First-class</b>
Hashan Tillakaratne ,200,168,40,3789,104,29.60,6588,57.51,2,13,,,89,6
Asoka de Silva ,28,20,6,138,19*,9.85,241,57.26,0,0,4,1,6,0
Sanath Kaluperuma ,2,2,0,11,7,5.50,41,26.82,0,0,1,0,2,0
Ranjith Madurasinghe ,12,6,4,21,8*,10.50,62,33.87,0,0,3,0,3,0
Kapila Wijegunawardene ,26,12,5,20,8*,2.85,55,36.36,0,0,0,0,3,0
Nilantha Ratnayake ,2,-,-,-,-,-,-,-,-,-,-,-,0,0
Lalithamana Fernando ,1,1,0,8,8,8.00,6,133.33,0,0,0,0,0,0
Sanath Jayasuriya ,445,433,18,13430,189,32.36,14725,91.20,28,68,1500,270,123,0
Marvan Atapattu ,268,259,32,8529,132*,37.57,12594,67.72,11,59,734,15,70,0
Dammika Ranatunga ,4,4,0,49,25,12.25,156,31.41,0,0,2,0,1,0
Romesh Kaluwitharana ,189,181,14,3711,102*,22.22,4776,77.70,2,23,411,17,132,75
Jayananda Warnaweera ,6,3,3,1,1*,-,11,9.09,0,0,0,0,2,0
Charith Senanayake ,7,7,0,126,27,18.00,211,59.71,0,0,7,0,2,0
Pramodya Wickramasinghe ,134,64,24,344,32,8.60,543,63.35,0,0,17,2,26,0
Chandika Hathurusingha ,35,33,1,669,66,20.90,1318,50.75,0,4,59,0,6,0
Ruwan Kalpage ,86,69,28,844,51,20.58,1320,63.93,0,1,29,4,33,0
Dulip Liyanage ,16,11,2,144,43,16.00,207,69.56,0,0,6,1,6,0
Gamini Wickremasinghe ,4,1,0,2,2,2.00,10,20.00,0,0,0,0,2,4
Nishantha Ranatunga ,2,1,0,0,0,0.00,3,0.00,0,0,0,0,0,0
Muttiah Muralitharan ,350,162,63,674,33*,6.80,869,77.56,0,0,50,12,130,0
Pubudu Dassanayake ,16,10,2,85,20*,10.62,142,59.85,0,0,3,0,9,4
Hemantha Wickramaratne ,3,2,0,4,3,2.00,6,66.66,0,0,0,0,0,0
Dulip Samaraweera ,5,4,0,91,49,22.75,169,53.84,0,0,8,0,3,0
Nisal Fernando ,2,2,2,22,20*,-,25,88.00,0,0,2,0,0,0
Chaminda Vaas ,322,220,72,2025,50*,13.68,2796,72.42,0,1,127,22,60,0
Aruna Gunawardena ,1,1,0,2,2,2.00,10,20.00,0,0,0,0,0,0
Ravindra Pushpakumara ,31,9,5,36,14*,9.00,52,69.23,0,0,2,0,8,0
Upul Chandana ,147,111,17,1627,89,17.30,2229,72.99,0,5,108,22,79,0
Manjula Munasinghe ,5,4,1,13,8,4.33,52,25.00,0,0,0,0,0,0
Ajith Weerakkody ,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0,0
Sanjeeva Ranatunga ,13,11,0,253,70,23.00,526,48.09,0,2,10,0,2,0
Kumar Dharmasena ,141,87,33,1222,69*,22.62,1879,65.03,0,4,63,2,34,0
Jayantha Silva ,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,0
Janak Gamage ,4,2,2,8,7*,-,9,88.88,0,0,0,0,2,0
Chaminda Mendis ,1,1,1,3,3*,-,2,150.00,0,0,0,0,2,0
Chamara Dunusinghe ,1,1,0,1,1,1.00,1,100.00,0,0,0,0,1,1
Eric Upashantha ,12,8,1,49,15,7.00,86,56.97,0,0,3,1,2,0
Sajeewa de Silva ,38,19,13,39,13*,6.50,92,42.39,0,0,3,1,12,0
Nuwan Zoysa ,95,47,21,343,47*,13.19,358,95.81,0,0,29,7,13,0
Lanka de Silva ,11,6,3,161,57,53.66,193,83.41,0,2,16,0,9,6
Russel Arnold ,180,155,43,3950,103,35.26,5443,72.57,1,28,284,21,48,0
Mahela Jayawardene ,407,380,38,11401,144,33.33,14541,78.40,16,70,990,67,201,0
Avishka Gunawardene ,61,61,1,1708,132,28.46,2389,71.49,1,12,210,5,13,0
Naveed Nawaz ,3,3,1,31,15*,15.50,71,43.66,0,0,1,0,0,0
Suresh Perera ,20,13,2,195,56*,17.72,257,75.87,0,1,15,3,4,0
Niroshan Bandaratilleke ,3,1,0,0,0,0.00,2,0.00,0,0,0,0,0,0
Thilan Samaraweera ,53,42,11,862,105*,27.80,1244,69.29,2,0,76,0,17,0
Ruchira Perera ,19,7,2,8,4*,1.60,18,44.44,0,0,0,0,2,0
Hemantha Boteju ,2,2,1,3,2,3.00,11,27.27,0,0,0,0,1,0
Indika de Saram ,15,13,2,183,38,16.63,270,67.77,0,0,12,1,9,0
Chamara Silva ,75,62,7,1587,107*,28.85,2254,70.40,1,13,139,10,20,0
Tillakaratne Dilshan ,275,250,39,8014,160*,37.98,9336,85.83,17,34,839,46,104,1
Indika Gallage ,3,2,1,17,14,17.00,27,62.96,0,0,1,0,0,0
Kaushalya Weeraratne ,15,9,1,160,41,20.00,177,90.39,0,0,10,3,3,0
Kumar Sangakkara ,362,339,37,12116,169,40.11,15778,76.79,16,83,1161,71,356,87
Dilhara Fernando ,147,61,35,239,20,9.19,392,60.96,0,0,19,2,27,0
Akalanka Ganegama ,4,2,0,7,7,3.50,9,77.77,0,0,1,0,1,0
Charitha Buddhika ,17,10,6,29,14*,7.25,59,49.15,0,0,0,0,3,0
Prabath Nissanka ,23,13,5,53,11,6.62,140,37.85,0,0,4,1,3,0
Hasantha Fernando ,7,5,3,43,23*,21.50,72,59.72,0,0,4,1,2,0
Chamila Gamage ,7,2,1,7,4,7.00,12,58.33,0,0,0,0,0,0
Pulasthi Gunaratne ,23,8,3,36,15*,7.20,63,57.14,0,0,5,0,3,0
Jehan Mubarak ,40,37,6,704,72,22.70,1115,63.13,0,4,62,5,12,0
Prasanna Jayawardene ,6,5,0,27,20,5.40,44,61.36,0,0,3,0,4,1
Kaushal Lokuarachchi ,21,18,3,210,69,14.00,262,80.15,0,1,9,5,5,0
Dharshana Gamage ,3,2,1,3,2*,3.00,10,30.00,0,0,0,0,2,0
Dinusha Fernando ,1,-,-,-,-,-,-,-,-,-,-,-,1,0
Nuwan Kulasekara ,146,94,29,1064,73,16.36,1299,81.90,0,3,77,28,33,0
Saman Jayantha ,17,17,2,400,74*,26.66,530,75.47,0,2,54,4,5,0
Rangana Herath ,55,24,12,123,17*,10.25,180,68.33,0,0,8,2,9,0
Farveez Maharoof ,104,71,17,1042,69*,19.29,1234,84.44,0,2,85,23,25,0
Thilina Kandamby ,38,35,6,870,93*,30.00,1248,69.71,0,5,71,0,7,0
Lasith Malinga ,160,79,24,424,56,7.70,537,78.95,0,1,35,17,21,0
Dilhara Lokuhettige ,9,9,0,83,29,9.22,107,77.57,0,0,8,4,3,0
Upul Tharanga ,171,163,9,5228,174*,33.94,7078,73.86,13,28,603,28,33,0
Pradeep Jayaprakashdaran ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
Malinga Bandara ,31,17,4,160,31,12.30,224,71.42,0,0,8,5,9,0
Michael Vandort ,1,1,0,48,48,48.00,117,41.02,0,0,3,0,0,0
Chamara Kapugedera ,92,76,7,1521,95,22.04,2096,72.56,0,8,109,27,29,0
Dhammika Prasad ,12,6,3,63,31*,21.00,82,76.82,0,0,3,1,0,0
Ishara Amerasinghe ,8,4,4,6,5*,-,9,66.66,0,0,1,0,1,0
Malinda Warnapura ,3,3,0,35,30,11.66,76,46.05,0,0,5,0,3,0
Dilruwan Perera ,4,4,0,44,30,11.00,77,57.14,0,0,4,0,0,0
Ajantha Mendis ,66,31,14,130,19*,7.64,195,66.66,0,0,10,1,9,0
Mahela Udawatte ,9,9,0,257,73,28.55,383,67.10,0,2,25,3,0,0
Thilan Thushara ,38,27,6,392,54*,18.66,424,92.45,0,1,32,9,4,0
Angelo Mathews ,113,91,24,2290,80*,34.17,2761,82.94,0,16,159,32,26,0
Chanaka Welegedara ,10,3,2,4,2*,4.00,9,44.44,0,0,0,0,2,0
Suraj Randiv ,28,15,1,239,56,17.07,334,71.55,0,1,24,1,6,0
Suranga Lakmal ,20,11,7,5,2*,1.25,37,13.51,0,0,0,0,5,0
Thisara Perera ,67,49,9,651,69*,16.27,615,105.85,0,2,53,21,24,0
Muthumudalige Pushpakumara ,3,1,1,7,7*,-,19,36.84,0,0,0,0,0,0
Lahiru Thirimanne ,56,41,4,1025,102*,27.70,1513,67.74,1,6,73,8,20,0
Dinesh Chandimal ,74,66,11,1744,111,31.70,2358,73.96,2,10,125,24,26,1
Jeevan Mendis ,39,29,6,468,72,20.34,578,80.96,0,1,38,6,8,0
Dimuth Karunaratne ,6,6,1,84,60,16.80,114,73.68,0,1,5,0,1,0
Shaminda Eranga ,13,8,5,17,7*,5.66,44,38.63,0,0,0,0,5,0
Seekkuge Prasanna ,12,10,2,101,42,12.62,124,81.45,0,0,9,5,1,0
Kosala Kulasekara ,4,3,0,38,19,12.66,72,52.77,0,0,0,0,1,0
Sachithra Senanayake ,21,15,6,160,42,17.77,139,115.10,0,0,17,4,7,0
Sajeewa Weerakoon ,2,-,-,-,-,-,-,-,-,-,-,-,0,0
Isuru Udana ,2,-,-,-,-,-,-,-,-,-,-,-,0,0
Nuwan Pradeep ,2,1,1,0,0*,-,0,-,0,0,0,0,0,0
Akila Dananjaya ,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Kusal Perera ,19,17,3,333,64,23.78,394,84.51,0,2,35,8,8,0
Angelo Perera ,2,1,0,1,1,1.00,5,20.00,0,0,0,0,0,0
Ashan Priyanjan ,2,2,0,75,74,37.50,99,75.75,0,1,10,0,1,0
Kithuruwan Vithanage ,2,2,0,41,27,20.50,39,105.12,0,0,6,0,0,0
