Iain Butchart ,20,16,2,252,54,18.00,395,63.79,0,1,17,1,4,0
Kevin Curran ,11,11,0,287,73,26.09,430,66.74,0,2,21,4,1,0
Duncan Fletcher ,6,6,2,191,71*,47.75,289,66.08,0,2,14,0,0,0
Jack Heron ,6,6,0,50,18,8.33,163,30.67,0,0,3,0,1,0
Vince Hogg ,2,1,1,7,7*,-,19,36.84,0,0,0,0,0,0
Dave Houghton ,63,60,2,1530,142,26.37,2155,70.99,1,12,116,21,29,2
Ali Shah ,28,28,2,437,60*,16.80,860,50.81,0,1,27,2,6,0
Grant Paterson ,10,10,0,123,27,12.30,327,37.61,0,0,11,0,2,0
Andy Pycroft ,20,19,2,295,61,17.35,560,52.67,0,2,13,1,6,0
Peter Rawson ,10,8,3,80,24*,16.00,123,65.04,0,0,5,1,4,0
John Traicos ,27,17,9,88,19,11.00,175,50.28,0,0,3,0,3,0
Robin Brown ,7,7,0,110,38,15.71,334,32.93,0,0,8,0,5,0
Gerald Peckover ,3,3,1,33,16*,16.50,54,61.11,0,0,3,0,0,0
Eddo Brandes ,59,41,10,404,55,13.03,448,90.17,0,2,27,14,11,0
Andy Waller ,39,38,3,818,83*,23.37,1172,69.79,0,4,85,11,10,0
Malcolm Jarvis ,12,5,3,37,17,18.50,67,55.22,0,0,2,1,1,0
Kevin Arnott ,13,12,2,238,60,23.80,491,48.47,0,3,12,1,3,0
Babu Meman ,1,1,0,19,19,19.00,22,86.36,0,0,2,0,0,0
Kevin Duers ,6,2,1,7,5,7.00,20,35.00,0,0,0,0,2,0
Andy Flower ,213,208,16,6786,145,35.34,9097,74.59,4,55,,,141,32
Wayne James ,11,8,1,101,29,14.42,255,39.60,0,0,4,0,6,0
Alistair Campbell ,188,184,14,5185,131*,30.50,7834,66.18,7,30,,,76,0
Mark Burmester ,8,7,1,109,39,18.16,207,52.65,0,0,7,0,2,0
David Brain ,23,18,4,117,27,8.35,171,68.42,0,0,10,2,5,0
Gary Crocker ,6,5,1,98,50,24.50,105,93.33,0,1,7,2,1,0
Craig Evans ,53,47,5,764,96*,18.19,1006,75.94,0,2,65,16,12,0
Grant Flower ,221,214,18,6571,142*,33.52,9723,67.58,6,40,,,86,0
Mark Dekker ,23,22,2,379,79,18.95,798,47.49,0,2,16,3,5,0
Stephen Peall ,21,15,1,91,21,6.50,150,60.66,0,0,10,0,1,0
Eboo Essop-Adam ,1,1,1,14,14*,-,15,93.33,0,0,1,0,2,0
Ujesh Ranchod ,3,1,1,3,3*,-,6,50.00,0,0,0,0,1,0
Gavin Briant ,5,5,2,39,16,13.00,69,56.52,0,0,2,0,0,0
John Rennie ,44,27,12,201,27,13.40,391,51.40,0,0,16,0,12,0
Heath Streak ,189,159,55,2943,79*,28.29,4008,73.42,0,13,203,48,46,0
Guy Whittall ,147,142,22,2705,83,22.54,4011,67.43,0,11,,,36,0
Glen Bruk-Jackson ,1,1,0,12,12,12.00,33,36.36,0,0,2,0,0,0
Gary Martin ,5,4,0,31,16,7.75,65,47.69,0,0,0,0,0,0
Paul Strang ,95,73,24,1090,47,22.24,1651,66.02,0,0,,,30,0
Stuart Carlisle ,111,107,8,2740,121*,27.67,4325,63.35,3,9,209,28,39,0
Bryan Strang ,49,26,8,92,18,5.11,220,41.81,0,0,3,2,15,0
Henry Olonga ,50,27,14,95,31,7.30,163,58.28,0,0,9,3,13,0
Sean Davies ,4,4,0,67,45,16.75,173,38.72,0,0,4,1,0,0
Charlie Lock ,8,3,2,8,5,8.00,20,40.00,0,0,1,0,1,0
Craig Wishart ,90,82,8,1719,172*,23.22,2436,70.56,2,5,,,26,0
Andy Whittall ,63,35,13,168,29,7.63,310,54.19,0,0,8,2,21,0
Gary Brent ,70,54,20,408,59*,12.00,698,58.45,0,1,25,5,20,0
Gavin Rennie ,40,37,6,617,76,19.90,928,66.48,0,2,,,16,0
Pommie Mbangwa ,29,13,6,34,11,4.85,56,60.71,0,0,2,1,3,0
Everton Matambanadzo ,7,5,3,8,5*,4.00,33,24.24,0,0,0,0,1,0
Dirk Viljoen ,53,43,7,512,63*,14.22,827,61.91,0,2,26,5,18,0
Adam Huckle ,19,8,4,9,5*,2.25,16,56.25,0,0,1,0,7,0
Murray Goodwin ,71,70,3,1818,112*,27.13,2654,68.50,2,8,160,8,20,0
Trevor Madondo ,13,13,1,191,71,15.91,331,57.70,0,1,23,1,2,0
Mluleki Nkala ,50,35,5,324,47,10.80,526,61.59,0,0,22,4,6,0
Neil Johnson ,48,48,2,1679,132*,36.50,2389,70.28,4,11,173,12,19,0
Andy Blignaut ,54,41,8,626,63*,18.96,589,106.28,0,5,62,13,11,0
David Mutendera ,9,4,2,20,10,10.00,43,46.51,0,0,2,0,1,0
Brian Murphy ,31,17,8,72,20*,8.00,130,55.38,0,0,5,0,11,0
Travis Friend ,51,39,5,548,91,16.11,724,75.69,0,3,54,6,17,0
Dougie Marillier ,48,41,4,672,100,18.16,949,70.81,1,3,62,7,12,0
Mark Vermeulen ,43,43,4,868,92,22.25,1227,70.74,0,6,110,2,18,0
Gus Mackay ,3,-,-,-,-,-,-,-,-,-,-,-,1,0
Dion Ebrahim ,82,76,6,1443,121,20.61,2540,56.81,1,4,104,0,23,0
Tatenda Taibu ,150,137,21,3393,107*,29.25,5020,67.58,2,22,235,32,114,33
Hamilton Masakadza ,129,129,4,3429,178*,27.43,4676,73.33,3,20,341,46,52,0
Douglas Hondo ,56,29,12,127,17,7.47,249,51.00,0,0,14,0,15,0
Sean Ervine ,42,34,7,698,100,25.85,816,85.53,1,2,62,14,5,0
Trevor Gripper ,8,8,0,80,26,10.00,187,42.78,0,0,5,0,4,0
Ray Price ,102,59,17,406,46,9.66,701,57.91,0,0,31,5,17,0
Stuart Matsikenyeri ,112,109,9,2205,90,22.05,3049,72.31,0,13,207,18,37,0
Barney Rogers ,15,15,0,478,84,31.86,689,69.37,0,5,59,3,7,0
Richard Sims ,3,2,1,31,24,31.00,67,46.26,0,0,3,0,1,0
Waddington Mwayenga ,3,2,0,1,1,0.50,11,9.09,0,0,0,0,2,0
Charles Coventry ,37,34,1,821,194*,24.87,929,88.37,1,3,62,28,18,1
Vusi Sibanda ,111,110,3,2706,116,25.28,4255,63.59,2,20,299,31,39,0
Alester Maregwede ,11,11,1,124,37,12.40,218,56.88,0,0,10,2,2,0
Blessing Mahwire ,23,19,8,117,22*,10.63,249,46.98,0,0,5,2,6,0
Elton Chigumbura ,153,141,16,2998,79,23.98,3636,82.45,0,15,243,84,46,0
Tinashe Panyangara ,29,24,6,98,16*,5.44,234,41.88,0,0,3,2,5,0
Brendan Taylor ,146,145,14,4414,145*,33.69,6112,72.21,6,27,372,59,86,19
Prosper Utseya ,151,122,46,1319,68*,17.35,2263,58.28,0,4,81,16,46,0
Tawanda Mupariwa ,35,28,9,165,33,8.68,305,54.09,0,0,12,1,8,0
Ed Rainsford ,39,23,13,55,9*,5.50,134,41.04,0,0,2,1,8,0
Chris Mpofu ,64,35,19,40,6,2.50,177,22.59,0,0,1,0,10,0
Gavin Ewing ,7,7,0,97,46,13.85,137,70.80,0,0,9,0,3,0
Sean Williams ,58,57,10,1483,78*,31.55,1930,76.83,0,14,120,11,18,0
Anthony Ireland ,26,13,5,30,8*,3.75,101,29.70,0,0,2,0,2,0
Chamu Chibhabha ,63,63,1,1312,73,21.16,2219,59.12,0,9,111,10,24,0
Keith Dabengwa ,37,34,7,514,45,19.03,851,60.39,0,0,32,8,12,0
Terry Duffin ,23,23,0,546,88,23.73,993,54.98,0,3,57,0,6,0
Keegan Meth ,11,8,0,106,53,13.25,183,57.92,0,1,10,1,1,0
Piet Rinke ,18,18,0,317,72,17.61,378,83.86,0,3,41,2,0,0
Gregory Strydom ,12,10,0,147,58,14.70,225,65.33,0,1,17,3,4,0
Ryan Higgins ,11,8,2,15,7*,2.50,63,23.80,0,0,0,0,5,0
Tafadzwa Mufambisi ,6,6,0,55,21,9.16,90,61.11,0,0,6,0,1,0
Tafadzwa Kamungozi ,4,3,2,0,0*,0.00,13,0.00,0,0,0,0,2,0
Tino Mawoyo ,4,4,0,42,14,10.50,100,42.00,0,0,3,0,1,0
Friday Kasteni ,3,3,0,18,9,6.00,42,42.85,0,0,1,0,0,0
Timycen Maruma ,11,10,0,83,32,8.30,175,47.42,0,0,7,2,5,0
Cephas Zhuwao ,1,1,0,16,16,16.00,20,80.00,0,0,3,0,0,0
Regis Chakabva ,17,17,1,250,45,15.62,465,53.76,0,0,16,1,10,0
Malcolm Waller ,38,35,3,753,99*,23.53,984,76.52,0,4,77,6,11,0
Graeme Cremer ,43,28,9,316,37,16.63,499,63.32,0,0,25,1,14,0
Forster Mutizwa ,17,15,2,403,79,31.00,502,80.27,0,4,32,7,9,2
Kyle Jarvis ,24,15,5,52,13,5.20,128,40.62,0,0,4,0,6,0
Trevor Garwe ,1,-,-,-,-,-,-,-,-,-,-,-,1,0
Greg Lamb ,15,14,3,197,37,17.90,381,51.70,0,0,6,1,0,0
Shingi Masakadza ,12,8,2,148,45*,24.66,148,100.00,0,0,15,7,6,0
Craig Ervine ,25,23,3,702,85,35.10,904,77.65,0,5,60,8,3,0
Ian Nicolson ,2,2,0,14,14,7.00,22,63.63,0,0,1,0,0,0
Brian Vitori ,13,7,1,32,17,5.33,47,68.08,0,0,2,2,1,0
Natsai M'shangwe ,5,5,1,38,16,9.50,43,88.37,0,0,0,5,0,0
Njabulo Ncube ,1,1,1,0,0*,-,0,-,0,0,0,0,0,0
Tendai Chatara ,11,6,3,27,23,9.00,58,46.55,0,0,2,1,1,0
Tinotenda Mutombodzi ,3,3,0,25,13,8.33,26,96.15,0,0,1,2,2,0
Sikandar Raza ,8,8,0,179,82,22.37,277,64.62,0,1,17,2,3,0
Michael Chinouya ,2,2,1,6,6*,6.00,8,75.00,0,0,1,0,0,0
